id,text,labels,group,split,genre_top,subset
111222,Track: Spooky Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111223,Track: Stalker Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111224,Track: Calm Before The Storm. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111225,Track: Zombie Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111226,Track: Alien Mayor Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111227,Track: Space Traveller Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111228,Track: Detective Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111229,Track: Searching Streets. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111230,Track: Vortex Theme. Artist: Mystified. Album: Traveller Soundtrack Selections. From United States of America. Tags: mystified.,Ambient|Soundtrack|Instrumental,Mystified,train,Instrumental,small
111306,Track: Where Is My Jaw?. Artist: Lately Kind of Yeah. Album: Gastr. Tags: lately kind of yeah.,Rock,Lately Kind of Yeah,train,Rock,small
111311,Track: +4294 69 -1427. Artist: Lately Kind of Yeah. Album: Gastr. Tags: lately kind of yeah.,Rock,Lately Kind of Yeah,train,Rock,small
111335,"Track: springtide. Artist: springtide. Album: Just Before April. From Tokyo, Japan. Tags: springtide.",Indie-Rock|Rock|Garage,springtide,train,Rock,small
111367,"Track: Anger Lavanda. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111368,"Track: Chinese Sister. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111371,"Track: Did You Miss Me. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111372,"Track: Disco. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111375,"Track: Fire. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111376,"Track: Gold. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111377,"Track: I Want to Reach the Stars With You. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111378,"Track: Keep Walking Away. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111379,"Track: Killing Me With Your Love. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111382,"Track: Love Will Keep Us Rocking. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111385,"Track: Modest Valhala. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111386,"Track: Monsterina. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111387,"Track: Negotiable Start. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111388,"Track: No Knights In Armour. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111389,"Track: One Day. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111390,"Track: Partners. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111391,"Track: Ramirez. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111392,"Track: Sumatran Tiger. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111393,"Track: Sweet Punx. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111394,"Track: Thank You, Mr. Spot. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111395,"Track: The Beast Is A Computer In Luxemburg. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111396,"Track: The Cop. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111397,"Track: Think I Fall In Love. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111398,"Track: TX12NO1. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111399,"Track: Unaware. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111400,"Track: Vegas. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111401,"Track: We Wanna Change The World. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111402,"Track: Yvelines. Artist: Fierbinteanu. Album: Massive Exposure [LCL19]. From Bucharest, Romania. Tags: fierbinteanu.",Pop|Experimental Pop,Fierbinteanu,train,Pop,small
111413,"Track: Jungle Simple. Artist: JTPE. Album: Segment II​-​B EP. From Nijmegen. Tags: electronic, breaks, electronica, breakbeat, drillnbass, db, dsp, drums, idm, drill and bass, drumnbass, beats.",Electronic,JTPE,val,Electronic,small
111416,"Track: Zoeloe. Artist: JTPE. Album: Segment II​-​B EP. From Nijmegen. Tags: electronic, breaks, electronica, breakbeat, drillnbass, db, dsp, drums, idm, drill and bass, drumnbass, beats.",Electronic,JTPE,val,Electronic,small
111460,Track: Jaguar Witch. Artist: Fields Ohio. Album: Without Love We Are Dangerous. From New York City. Tags: fields of ohio.,Sound Collage|Experimental,Fields Ohio,train,Experimental,small
111579,"Track: ready for the tomatoes. Artist: Jarby Mc Coy. Album: décollages. From Liège, Belgium.. Tags: jarby mc coy.",Sound Collage|Experimental,Jarby Mc Coy,train,Experimental,small
111658,"Track: awake. Artist: springtide. Album: Just Before April. From Tokyo, Japan. Tags: springtide.",Indie-Rock|Rock|Garage,springtide,train,Rock,small
111747,"Track: We Might Be Dead By Tomorrow. Artist: Soko. Album: Live on WFMU's Dark Night of the Soul - November 13, 2014. From Bordeaux, France. Tags: soko.",Post-Punk|Indie-Rock|Rock|Punk,Soko,train,Rock,small
111793,Track: hobhor. Artist: Nightech. Album: Silence of the Noise. From Russia. Tags: nightech.,Ambient|Instrumental,Nightech,train,Instrumental,small
111819,"Track: Ad Astra. Artist: P C III. Album: Ad Astra, Vol. 1. From New England. Tags: concentration music, soundtrack, study music, relaxing music, pc iii, royalty free music, free music downloads, ambient electronic, ambient, creative commons attribution license, ad astra, pipe choir.",Ambient Electronic|Electronic,P C III,train,Electronic,small
111871,Track: Taint. Artist: MOAN. Album: Works 1999-2002. From Poland. Tags: moan.,Ambient|Instrumental,MOAN,val,Instrumental,small
111872,"Track: Between / Associated (live in Cogitatur Theatre, Katowice, 23.03.2002). Artist: MOAN. Album: Works 1999-2002. From Poland. Tags: moan.",Ambient|Instrumental,MOAN,val,Instrumental,small
111873,Track: Sin By Sin (severe illusions - MOAN remix). Artist: MULTIPOINT INJECTOR. Album: Works 1999-2002. Tags: multipoint injector.,Ambient|Instrumental,MULTIPOINT INJECTOR,train,Instrumental,small
111911,"Track: Darling, Applaud. Artist: Camden. Album: Reel Time Canvas. From Milwaukee. Tags: camden, dream pop, rew, milwaukee, decibully, death cab for cutie, shoegaze, eric osterman, braid, eric magill, reel time canvas, grand theft autumn.",Indie-Rock|Rock,Camden,train,Rock,small
111933,"Track: P25. Artist: EG111111. Album: Full Turn. Tags: dance music, idm, ethnic, electronic, braindance, eg111111, eg111111, braindance, electronic, dance.",Dance|Electronic,EG111111,train,Electronic,small
111934,Track: A Thing or Two. Artist: Ebsa. Album: HeartworK. From England. Tags: ebsa.,Rap|Hip-Hop,Ebsa,test,Hip-Hop,small
111935,Track: Hustle Legit. Artist: Ebsa. Album: HeartworK. From England. Tags: ebsa.,Rap|Hip-Hop,Ebsa,test,Hip-Hop,small
111936,Track: Like it or Not. Artist: Ebsa. Album: HeartworK. From England. Tags: ebsa.,Rap|Hip-Hop,Ebsa,test,Hip-Hop,small
111937,Track: Remain Resolute. Artist: Ebsa. Album: HeartworK. From England. Tags: ebsa.,Rap|Hip-Hop,Ebsa,test,Hip-Hop,small
111938,Track: Not Without a Fight. Artist: Ebsa. Album: HeartworK. From England. Tags: ebsa.,Rap|Hip-Hop,Ebsa,test,Hip-Hop,small
111974,"Track: Earthquake. Artist: Gal Pals. Album: Live on WFMU's Bodega Pop Live with Gary Sullivan - October 22, 2014. From Austin, Texas. Tags: gal pals.",Punk|Rock|Garage,Gal Pals,train,Rock,small
111982,"Track: Eat Your Heart Out. Artist: Chat Logs. Album: Am I Right or Am I Right. From Brooklyn, NY. Tags: chatlogs, psych noise, art punk, no wave.",Rock|Punk,Chat Logs,val,Rock,small
111994,"Track: Aego. Artist: Serakhe0n. Album: Signal. From Finland. Tags: dark, ambient, serakhe0n.",Ambient|Instrumental,Serakhe0n,test,Instrumental,small
112000,"Track: Green. Artist: Serakhe0n. Album: Signal. From Finland. Tags: dark, ambient, serakhe0n.",Ambient|Instrumental,Serakhe0n,test,Instrumental,small
112001,"Track: Blue. Artist: Serakhe0n. Album: Signal. From Finland. Tags: dark, ambient, serakhe0n.",Ambient|Instrumental,Serakhe0n,test,Instrumental,small
112020,"Track: Cherry Trees. Artist: springtide. Album: Just Before April. From Tokyo, Japan. Tags: springtide.",Indie-Rock|Rock|Garage,springtide,train,Rock,small
112065,"Track: She. Artist: Still Pluto. Album: Songs To Mend The Heart Once Been Torn Apart. From Petrozavodsk, Russia. Tags: still pluto.",Indie-Rock|Rock|Metal,Still Pluto,train,Rock,small
112066,"Track: Lullaby. Artist: Still Pluto. Album: Songs To Mend The Heart Once Been Torn Apart. From Petrozavodsk, Russia. Tags: still pluto.",Indie-Rock|Rock|Metal,Still Pluto,train,Rock,small
112088,Track: Anxious. Artist: Martin Rach. Album: Zitherphonics. Tags: martin rach.,Avant-Garde|Experimental|Electroacoustic,Martin Rach,train,Experimental,small
112133,Track: 1+i. Artist: Martin Rach. Album: Mongrel Drone Set. Tags: martin rach.,Experimental|Drone,Martin Rach,train,Experimental,small
112196,Track: A Nice Phat Juicy One. Artist: Dead Peoples Records. Album: Scherzophobia. Tags: dead peoples records.,Sound Collage|Experimental,Dead Peoples Records,train,Experimental,small
112197,Track: Fairies at the Bottom of Our Garden. Artist: Dead Peoples Records. Album: Scherzophobia. Tags: dead peoples records.,Sound Collage|Experimental,Dead Peoples Records,train,Experimental,small
112198,Track: I Think We'd Better Wire You Up. Artist: Dead Peoples Records. Album: Scherzophobia. Tags: dead peoples records.,Sound Collage|Experimental,Dead Peoples Records,train,Experimental,small
112199,Track: Me!. Artist: Dead Peoples Records. Album: Scherzophobia. Tags: dead peoples records.,Sound Collage|Experimental,Dead Peoples Records,train,Experimental,small
112209,"Track: Flurry. Artist: The OO-Ray. Album: Snowglobe EP. From Portland, OR. Tags: the oo-ray, cello, shoegazer, guitar, orchestral, electroacoustic.",Ambient|Instrumental,The OO-Ray,train,Instrumental,small
112210,"Track: Willow. Artist: The OO-Ray. Album: Snowglobe EP. From Portland, OR. Tags: the oo-ray, cello, shoegazer, guitar, orchestral, electroacoustic.",Ambient|Instrumental,The OO-Ray,train,Instrumental,small
112211,"Track: Drifts. Artist: The OO-Ray. Album: Snowglobe EP. From Portland, OR. Tags: the oo-ray, cello, shoegazer, guitar, orchestral, electroacoustic.",Ambient|Instrumental,The OO-Ray,train,Instrumental,small
112215,Track: Tried Tree. Artist: long_loaf. Album: Search. Tags: long_loaf.,Experimental|Drone,long_loaf,train,Experimental,small
112252,"Track: Capullo. Artist: Anamoli. Album: Tiempo de otras cosas. From Córdoba, Argentina. Tags: anamoli.",Folk,Anamoli,train,Folk,small
112314,"Track: Chameleon. Artist: Cloudkicker. Album: Little histories. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
112315,"Track: Digital Lightning. Artist: Cloudkicker. Album: Little histories. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
112316,"Track: Hassan. Artist: Cloudkicker. Album: Little histories. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
112317,"Track: Signal/Noise. Artist: Cloudkicker. Album: Little histories. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
112318,"Track: Sky Guide. Artist: Cloudkicker. Album: Little histories. From Columbus, OH. Tags: cloudkicker.",Rock|Metal,Cloudkicker,train,Rock,small
112468,Track: Think (About It) (Plead the 5th Dimension Mixx). Artist: The Impossebulls. Album: Road Warriors b/w Think (About It). Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112481,Track: Runnin' With The Bulls (Instrumental). Artist: The Impossebulls. Album: Everything. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112483,Track: Bigger Than You (Instrumental). Artist: The Impossebulls. Album: Everything. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112484,Track: The Breath I Got Left (Instrumental). Artist: The Impossebulls. Album: Nothing. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112485,Track: Erykah & Jean (Instrumental). Artist: The Impossebulls. Album: Nothing. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112486,Track: HaveNots Mascot (Instrumental). Artist: The Impossebulls. Album: Nothing. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112487,Track: Breaker 1-2 (Instrumental). Artist: The Impossebulls. Album: Nothing. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112488,Track: FreeSpit (Instrumental). Artist: The Impossebulls. Album: Nothing. Tags: the impossebulls.,Hip-Hop,The Impossebulls,test,Hip-Hop,small
112490,Track: Dockin' around the Christmas tree. Artist: Jubal. Album: Kerst Shissles EP. From Nijmegen / Netherlands. Tags: jubal.,Electronic,Jubal,train,Electronic,small
112526,Track: Time bomb. Artist: Action Will Be Taken. Album: Action Will Be Taken. From Connecticut. Tags: action will be taken.,Punk|Rock|Hardcore,Action Will Be Taken,train,Rock,small
112527,Track: While you're waiting for the revolution. Artist: Action Will Be Taken. Album: Action Will Be Taken. From Connecticut. Tags: action will be taken.,Punk|Rock|Hardcore,Action Will Be Taken,train,Rock,small
112528,Track: Fix yourself. Artist: Action Will Be Taken. Album: Action Will Be Taken. From Connecticut. Tags: action will be taken.,Punk|Rock|Hardcore,Action Will Be Taken,train,Rock,small
112529,Track: Remix 1. Artist: Action Will Be Taken. Album: Action Will Be Taken. From Connecticut. Tags: action will be taken.,Punk|Rock|Hardcore,Action Will Be Taken,train,Rock,small
112583,"Track: Snowflakes Falling Down. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112584,"Track: Everyone Is Sleeping. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112585,"Track: Happy Christmas, You Guys!. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112586,"Track: Leave My Nuts Alone. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112587,"Track: Stacks Of Stuff. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112588,"Track: Christmas Time, I Love You. Artist: Simon Panrucker. Album: Happy Christmas, You Guys!. From Bristol, UK. Tags: singer-songwriter, simon panrucker, christmas, alt pop, holiday, comedy, simon panrucker.",Experimental|Novelty,Simon Panrucker,train,Experimental,small
112668,Track: 45. Artist: ODOR BABY. Album: CONSUMPTION PRODUCT. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112733,Track: Forsaken. Artist: Is. Album: Foreverdark Woods. From Petrozavodsk RUSSIA. Tags: is.,Rock|Metal,Is,train,Rock,small
112734,Track: Summoning. Artist: Is. Album: Foreverdark Woods. From Petrozavodsk RUSSIA. Tags: is.,Rock|Metal,Is,train,Rock,small
112735,Track: Reign of Incontestable Greatness. Artist: Is. Album: Foreverdark Woods. From Petrozavodsk RUSSIA. Tags: is.,Rock|Metal,Is,train,Rock,small
112767,"Track: wake up punk ass. Artist: Richard Jonas. Album: Mid Nineties Mods Salvage 2. From Nijmegen, Netherlands. Tags: rave, processed sound, electro acoustic, breakcore, repetitive, dsp, gabber, jungle, minimal, richard jonas, acousticelectronicexperimentalnetlabel, sound collage.",Electronic,Richard Jonas,train,Electronic,small
112768,"Track: w8 4 the dark 4ce!!. Artist: Richard Jonas. Album: Mid Nineties Mods Salvage 2. From Nijmegen, Netherlands. Tags: rave, processed sound, electro acoustic, breakcore, repetitive, dsp, gabber, jungle, minimal, richard jonas, acousticelectronicexperimentalnetlabel, sound collage.",Electronic,Richard Jonas,train,Electronic,small
112769,"Track: snelle asswiper. Artist: Richard Jonas. Album: Mid Nineties Mods Salvage 2. From Nijmegen, Netherlands. Tags: rave, processed sound, electro acoustic, breakcore, repetitive, dsp, gabber, jungle, minimal, richard jonas, acousticelectronicexperimentalnetlabel, sound collage.",Electronic,Richard Jonas,train,Electronic,small
112770,"Track: iks rated. Artist: Richard Jonas. Album: Mid Nineties Mods Salvage 2. From Nijmegen, Netherlands. Tags: rave, processed sound, electro acoustic, breakcore, repetitive, dsp, gabber, jungle, minimal, richard jonas, acousticelectronicexperimentalnetlabel, sound collage.",Electronic,Richard Jonas,train,Electronic,small
112780,Track: CRISIS WAR. Artist: ODOR BABY. Album: RELAX IT GETS WORSE. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112781,Track: WAR ON CRISIS. Artist: ODOR BABY. Album: RELAX IT GETS WORSE. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112785,Track: GLOBAL DEATH MATCH. Artist: ODOR BABY. Album: RELAX IT GETS WORSE. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112788,Track: BROKEN NEWS. Artist: ODOR BABY. Album: RELAX IT GETS WORSE. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112789,Track: FACT-FREE INFORMATION. Artist: ODOR BABY. Album: RELAX IT GETS WORSE. From #somewhereOverTheMerzbow. Tags: odor baby.,Noise|Experimental,ODOR BABY,train,Experimental,small
112790,"Track: Counting Sundays. Artist: Pyrn. Album: Cloudgray (EP). From Nis. Tags: alternative rock, metal, alternative, post grunge, pyrn.",Experimental,Pyrn,test,Experimental,small
112821,Track: I% откровение ... ...... .. .. ... ... .. by Kosta T. Artist: Castello di Trokai. Album: O%IDIOT. Tags: castello di trokai.,Unclassifiable|Experimental,Castello di Trokai,train,Experimental,small
112975,"Track: All Eventualities. Artist: Gillicuddy. Album: Up/Down. From Germany. Tags: instrumental, acoustic guitar, classical guitar, gillicuddy.",Instrumental,Gillicuddy,train,Instrumental,small
112976,"Track: Bending The Reed. Artist: Gillicuddy. Album: Up/Down. From Germany. Tags: instrumental, acoustic guitar, classical guitar, gillicuddy.",Instrumental,Gillicuddy,train,Instrumental,small
112977,"Track: Fudge. Artist: Gillicuddy. Album: Up/Down. From Germany. Tags: instrumental, acoustic guitar, classical guitar, gillicuddy.",Instrumental,Gillicuddy,train,Instrumental,small
112978,"Track: That Old Harpoon. Artist: Gillicuddy. Album: Up/Down. From Germany. Tags: instrumental, acoustic guitar, classical guitar, gillicuddy.",Instrumental,Gillicuddy,train,Instrumental,small
113016,"Track: Spanish BEEEYYAAACHHH. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113017,"Track: Nostalgia. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113018,"Track: Troubles I've seen. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113019,"Track: Agora. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113020,"Track: Polinesia. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113021,"Track: El Burrito. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113022,"Track: Let's the kids play. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113023,"Track: The plot. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113024,"Track: Soleares&beats. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113025,"Track: Breeze Funk. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113026,"Track: Space is my pace. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113027,"Track: The Queen. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113028,"Track: Convicted Jazz Drones. Artist: Malaventura. Album: #malaventura04. From Fuengirola, Spain. Tags: malaventura.",Pop|Experimental Pop,Malaventura,train,Pop,small
113030,"Track: Poetikal Refugee ft. Mikey Krumins aka Dyems. Artist: One S.P.. Album: Poetikal Refugee (Album Sampler). From Edinburgh, Scotland. Tags: one sp.",Hip-Hop,One S.P.,val,Hip-Hop,small
113031,"Track: Red Weed ft. DJ Swiss Cheez. Artist: One S.P.. Album: Poetikal Refugee (Album Sampler). From Edinburgh, Scotland. Tags: one sp.",Hip-Hop,One S.P.,val,Hip-Hop,small
113032,"Track: I Told Jesus ft. Sharam Shahbazi. Artist: One S.P.. Album: Poetikal Refugee (Album Sampler). From Edinburgh, Scotland. Tags: one sp.",Hip-Hop,One S.P.,val,Hip-Hop,small
113033,"Track: I Told Jesus ft. Sharam Shahbazi (Asthmatic Astronaut Remix). Artist: One S.P.. Album: Poetikal Refugee (Album Sampler). From Edinburgh, Scotland. Tags: one sp.",Hip-Hop,One S.P.,val,Hip-Hop,small
113034,Track: The Drop (Asthmatic Astronaut Version). Artist: Tickle. Album: The Drop. Tags: tickle.,Rap|Alternative Hip-Hop|Hip-Hop,Tickle,train,Hip-Hop,small
113035,Track: The Drop (Thomas The Search Engine Version). Artist: Tickle. Album: The Drop. Tags: tickle.,Rap|Alternative Hip-Hop|Hip-Hop,Tickle,train,Hip-Hop,small
113036,Track: The Drop (Gung Who Version). Artist: Tickle. Album: The Drop. Tags: tickle.,Rap|Alternative Hip-Hop|Hip-Hop,Tickle,train,Hip-Hop,small
113037,Track: The Drop (Dalai Dahmer & Brad Manners Version). Artist: Tickle. Album: The Drop. Tags: tickle.,Rap|Alternative Hip-Hop|Hip-Hop,Tickle,train,Hip-Hop,small
113063,"Track: Lust. Artist: intouch. Album: Lust. From Khabarovsk, Russia. Tags: intouch.",Post-Punk|Indie-Rock|Rock|Punk,intouch,train,Rock,small
113110,Track: The Tragedy of Loss. Artist: Ian Alex Mac. Album: Cues (Additional Tracks). Tags: ian alex mac.,Soundtrack|Instrumental,Ian Alex Mac,train,Instrumental,small
113164,Track: Il Re del Surf. Artist: I Re della Spiaggia. Album: I Re della Spiaggia. Tags: i re della spiaggia.,Surf|Rock|Garage,I Re della Spiaggia,train,Rock,small
113165,Track: Un' Ultima Carezza. Artist: I Re della Spiaggia. Album: I Re della Spiaggia. Tags: i re della spiaggia.,Surf|Rock|Garage,I Re della Spiaggia,train,Rock,small
113166,Track: Nano Riflesso. Artist: I Re della Spiaggia. Album: I Re della Spiaggia. Tags: i re della spiaggia.,Surf|Rock|Garage,I Re della Spiaggia,train,Rock,small
113167,Track: Life on Earth. Artist: Mary Caroline. Album: Life on Earth. Tags: mary caroline.,Folk|Singer-Songwriter,Mary Caroline,train,Folk,small
