id,text,labels,group,split,start_s,end_s
SLq-Co_szYo,"This song is an upbeat pop song. The tempo is medium fast with energetic drumming, groovy bass lines, keyboard harmony, synthesiser arrangements and female vocal riff. The song is fresh, youthful, perky, catchy, cheerful and energetic. There are sounds of wind, breeze and some metal clanking. This song sounds like a Jingle.",cheerful|energetic|keyboard harmony|cheerful|energetic|pop,SLq-Co_szYo,,30,40
SMjYheNdAzg,This is a kids music piece in the style of hip-hop. There is a female vocalist singing in a rap-like manner in the lead. The keyboard is playing the melody while there is a simple bass line in the background. A hip-hop electronic drum beat provides the rhythm. The atmosphere is playful. This piece can be used in the soundtrack of a kids TV show.,bass|electronic drums|cheerful,SMjYheNdAzg,,30,40
SNhfvhWPXNc,"The low quality recording features a passionate acoustic guitar melody in the right channel, chill electric guitar licks in the left channel of the stereo image and buzzy bass guitar in the middle. There is a wooden percussive playback playing in the background. The recording is very noisy.",low quality|noisy,SNhfvhWPXNc,,30,40
SOzuJU25uGc,A hard digital kick is playing along with a monotone bass sound. A malled instrument is playing a repetitive melody in the mid to high register. Evolving liquid synth sounds are rising into focus and up in pitch then a male voice sample comes in before the drum breaks into a new part with a snare sound. This may be playing at a rave in the woods.,fast tempo,SOzuJU25uGc,,30,40
SPeGy815lFQ,"This song contains a male voice repeating itself before continuing with its melody. It sounds like running through a sampler along with an electric drum that seems to be programmed, repeating itself with a kick, snare and a very sharp sounding industrial hihat/ride sound. This recording is of poor sound-quality and may be playing at home building a song.",electronic drums,SPeGy815lFQ,,40,50
SSO7F_Ex0s4,"A male singer sings this cool melody with backup singers in vocal harmony. The song is medium tempo with a percussive bass line, ethnic drumming rhythm, trumpets playing percussively and a keyboard harmony. The song is groovy and cheerful. The song is retro final pop song;",medium tempo|exciting|cheerful,SSO7F_Ex0s4,,60,70
SU9ZP2pbqyU,This is an instrumental latin music piece. There is a rapidly-played acoustic guitar intro acting as a dance accompaniment. It has a lively atmosphere. This piece could be helpful in a latin dance course setting.,instrumental|acoustic guitar,SU9ZP2pbqyU,,10,20
SUclDZHax0w,This composition sounds calming as it is playing a melody with bell sounds then a wind sounds comes and the song changes to orchestral instruments playing strings and flutes. This song may be playing in an indie video game moving a cute figure through a dangerous but beautiful landscape.,slow tempo,SUclDZHax0w,,120,130
SW4cW2oU07U,"The song is an instrumental. The tempo is medium with a keyboard accompaniment with bell tones, bass clarinet harmony and other percussion hits. The song has ambient room noise and sounds of sand falling on the floor. The song is a Christmas movie soundtrack.",instrumental music|medium tempo|medium tempo,SW4cW2oU07U,,20,30
SWcEG8RLKsw,"A male vocalist sings this animated song. The tempo is slow, almost speech like with a vigorous Spanish guitar accompaniment and rhythmic tapping. The song is enthusiastic, vibrant, passionate, and energetic, with a dance groove for tap dancing or flamenco.",male singer|slow tempo|groovy,SWcEG8RLKsw,,150,160
SY6uwVbC944,"Bluegrass music featuring banjo, mandolin, acoustic guitar, upright bass, a simple chord progression and a fast tempo.",acoustic guitar|fast tempo,SY6uwVbC944,,30,40
SYVcaQ1Bzu8,This is a hardcore hip-hop music piece. There is a male vocal with a raspy voice rapping at the forefront. The melody is made up of a repeated keyboard sample. There is a bass guitar playing a groovy bass line. The rhythmic background is composed of a hip-hop electronic drum beat. The atmosphere is hard-hitting. This piece could be the opening theme of a crime movie that takes place in the big city.,male vocal|electronic drums|bass guitar,SYVcaQ1Bzu8,,110,120
S_Z7o4OmU30,"The Reggae/Dub song features a subtle funky electric guitar melody with echoing guitar pedal effects on, punchy snare, soft kick hits, groovy bass and shimmering cymbals, while the wide harmonizing male vocals are singing over it. It sounds easygoing and chill, like something you would listen to on a beautiful Sunday afternoon.",punchy snare|easygoing|groovy bass,S_Z7o4OmU30,,30,40
Sa3Ky5sJshU,"This is an instrumental cover of a J-pop music piece. There is no singer in this piece. The melodic background consists of the keyboard and the bass playing a repeated theme. There is a synth solo with an electric guitar sound being played as the lead. In the rhythmic background, there is a fast tempo electronic drum beat. The atmosphere is danceable and energetic. This piece can be used in the soundtrack of a car racing video game. It could also be used in the soundtrack of an anime during competitive scenes.",instrumental|bass|electronic drums|energetic,Sa3Ky5sJshU,,190,200
SbUwQctvbHg,This song is played on a glockenspiel. This is low quality audio. The glockenspiel sounds like large bells. There is a lot of reverb in this audio. There are no other instruments in this song. There are no voices in this song. This song sounds like the song that would be played in a music box.,no voices|slow tempo|amateur recording,SbUwQctvbHg,,240,250
ScAlKYCgHV0,This is the recording of an accordion lesson. There is a male voice describing the way a certain song is meant to be played on the accordion in the Spanish language. The quality of the recording is quite poor and there is a very frequent peak sound that crackles while the instructor is speaking.,male voice,ScAlKYCgHV0,,30,40
Sdnv8043mdk,This audio contains someone playing a very high pitched tone using tingsha bells. This is an amateur recording.,amateur recording,Sdnv8043mdk,,70,80
SijRZIQUa08,"This song is an amateur recording of a person beatboxing. The sound is produced using the mouth. This features sounds of the kick, snare and hi-hat. There are no other instruments in this song. There is no vocal melody apart from the beatbox itself.",amateur recording,SijRZIQUa08,,180,190
Simd4JoehW8,"The low quality recording features a synth lead melody and groovy synth piano playing over rock songs played on playback. The song consists of a punchy kick and snare hits, shimmering hi hats, funky electric guitar melody, groovy bass and passionate male vocals singing over it in the beginning. It sounds funky and groovy, while the recording is a bit noisy.",low quality|noisy|punchy snare|shimmering hi hats|groovy bass|punchy kick|groovy,Simd4JoehW8,,40,50
Sj5MQtqDw8Y,"A male singer sings this Latin dance tune. The song is medium tempo with trumpets, latin percussions; medium drumming rhythm, keyboard harmony and guitar accompaniment. The song is exciting and groovy. The audio quality is poor and is played for work out exercise.",poor audio quality|passionate|spirited|male singer|medium tempo,Sj5MQtqDw8Y,,80,90
SkFG5SoXsVk,The song is an instrumental. The tempo is medium with a distinctive reggae style backbeat drumming rhythm and a guitar playing rhythm along with a bass guitar solo. The song is extremely passionate and groovy in nature. The audio quality is poor.,instrumental music|medium tempo|instrumental music,SkFG5SoXsVk,,50,60
SkIDF7iNJQE,"This is a simple dubstep piece. Electronic drums and percussion are played at the rhythmic background at 120 BPM. There is a high-pitched synth and a fuzzy synth bass playing a simple melody. The all-around quality of the sounds are a bit old-fashioned, reminiscing of the early 2000s. The piece has a danceable, trippy feel to it. It could be used in a retro-themed venue.",electronic drums,SkIDF7iNJQE,,30,40
SkZ7mGbs3SI,The salsa music features a melody being played by an electric guitar in unison with another instrument like flute or clarinet. The percussion is latin specific and drives the pulse of the music forward. A bass guitar alternates between playing the melody in unison with the electric guitar and playing something different. At the end of the music excerpt a brass section can be heard playing a short accentuated melody.,bass guitar|electric guitar,SkZ7mGbs3SI,,30,40
Sl9ZkYViEIs,"A male vocalist sings this melancholic country song. The tempo is slow with acoustic guitar lead and harmony with another string instrument accompanying. The song is soft, mellow, sad, pensive, melancholic and poignant with a sweet , pleasant melody. This song is a Classic Country song.",slow tempo|acoustic guitar|mellow,Sl9ZkYViEIs,,30,40
SlnjJv305Vg,A cellist plays this lilting melody with a piano accompaniment and no other instruments. The music is emotional and tragic. The tempo is slow and has a lot of beauty to it. The song is a cover of a famous love song.,slow tempo|emotional,SlnjJv305Vg,,100,110
Sp1YBy4h9OY,This song contains bells playing a melody sounding like a lullaby. In the background you can hear people talking. This song may be playing near a church during holidays.,amateur recording|slow tempo,Sp1YBy4h9OY,,10,20
Sp3T_x3SGzQ,"The low quality recording features a lullaby song that consists of an intimate, soft male vocal singing over arpeggiated acoustic guitar melody and wide sustained strings melody. It is a bit noisy and there is a tinny metallic impact towards the end of the loop. It sounds soft, mellow and emotional.",noisy|low quality|mellow|emotional,Sp3T_x3SGzQ,,30,40
Sr2Grfi3lFg,"This song would be classified as bubblegum pop. The music is more suitable for children, as it has a young and light-hearted style of production. There's a bright and tinny synth which is used to play a repeated motif, and at one point we hear a pair of birds mimicking the melody in their squeaky bird-like tones.",cheerful|happy|pop|fun,Sr2Grfi3lFg,,110,120
Ss1bubMNPQE,This is a world music piece in the style of Celtic folk music. There is a female vocalist singing gently and melodically. There is an airy strings section creating a relaxing atmosphere while the piano plays a mellow arpeggio. The atmosphere is soothing. This piece could be used during the vivid scenery shots of a movie that takes place in the middle of nature.,piano,Ss1bubMNPQE,,10,20
SsVc1TAVsSc,"This music is instrumental. His tempo is fast with a lively ukelele rhythm, melodious harp harmony and shaker beats with male vocalisation. This clip is the beginning of a song with latin music influences. The music is a lively, spirited, happy, cheerful, warm, energetic latin folk song.",instrumental|fast tempo|happy|happy|energetic,SsVc1TAVsSc,,20,30
SvsCM0fLM5g,This is a country music piece that is played in an instrument lesson recording. The steel guitar is playing a mellow tune while at the forefront while there is a backing composed of the acoustic guitar and the acoustic drums. There is a relaxing and psychedelic feel to the piece. This music could suit well in the soundtrack of a feelgood/comedy movie. It could also be playing in the background at a shopping mall.,instrumental|acoustic guitar|acoustic drums|easygoing,SvsCM0fLM5g,,30,40
SwRjY1-ojAU,Something like a jukebox or kid's toy is playing a sweet melody for babies while in the foreground a real baby is making noises with its voice. This seems to be an amateur recording. This song may be played to entertain a baby.,happy|amateur recording,SwRjY1-ojAU,,30,40
SwaqANBpZGY,"A male vocalist sings this lively pop rock. The tempo is medium with an intense electric guitar harmony, punchy drumming, groovy bass lines and keyboard harmony. The song is muffled as the audio quality is inferior but it sounds enthusiastic, youthful, passionate and vibrant. This could be a live performance as there are background sounds of people talking, coughing, rustling. This song is Pop Rock.",medium tempo|live performance|youthful|energetic|loud,SwaqANBpZGY,,30,40
Swien0oGl7o,This song features a banjo being strummed. The banjo player plays four chords using downstrokes. There are no other instruments in this song. This is a low quality recording.,no voices|instrumental,Swien0oGl7o,,90,100
SxYnb9_qDtk,"A male vocalist sings this spirited rap. The tempo is medium with keyboard accompaniment, digital drums,electric guitar riff and synthesiser arrangements with vocal backup. The song is passionate, compelling, strong telling, chanting, persuasive and youthful. This song is Contemporary Rap-Hip-Hop.",medium tempo|youthful|passionate,SxYnb9_qDtk,,30,40
SyJT8XsFsmE,An orchestra is playing a melody with a string section and a brass section giving it a feeling of something great is about to come. Apart from the music you can hear sounds of things breaking and a beeping sound. This is an amateur recording and not of the best audio-quality. This song may be playing in a heroic movie scene.,amateur recording,SyJT8XsFsmE,,150,160
T0OFKHj6878,This is a hip-hop music piece. There is a male vocal rapping at the forefront while there are repetitions and ad-libs that can be heard in the background. An eerie sounding melodic pad is playing the melody. There is a strong bass. The rhythmic background is composed of a hip-hop electronic drum beat. The atmosphere is unnerving. This piece could be playing in a scene where criminal activities are occurring in a crime/noir movie taking place in a big city.,male vocal|electronic drums,T0OFKHj6878,,30,40
T0oF8MyYhBM,The Kurdish Folk music features an ambience choir synth accompanied by a piano melody. The vocals are passionate and almost romantic. The music might be playing in an eastern romantic TV show.,slow tempo|romantic|passionate,T0oF8MyYhBM,,30,40
T0tyLNN7SKA,"The low quality recording features a folk song that consists of a digital synth melody played, after which there is an exciting male vocal. It sounds energetic and exciting. The recording is noisy and in mono.",low quality|mono|noisy|energetic|exciting,T0tyLNN7SKA,,30,40
T0uoYE12cnI,"The low quality recording features an indie song that consists of harmonizing vocals melody, alongside passionate vocals over acoustic rhythm guitar melody in the left channel and funky strummed electric guitar chord progression in the right channel of the stereo image. It sounds passionate, soulful, funky and emotional.",low quality|passionate|emotional,T0uoYE12cnI,,240,250
T2pIUdaDMuA,"Amateur recording of electronic drum sounds played in free time. The sound is quiet, low fidelity and instrumental.",amateur recording|instrumental,T2pIUdaDMuA,,10,20
T2zoWLYzEpo,This song contains female voices singing in a soul fashion along to a piano and trumpets playing a finale. An acoustic drum is playing a closing cymbal hit at the end. Then the crowd starts clapping and cheering. This song may be playing as part of a movie scene.,acoustic drums,T2zoWLYzEpo,,310,320
T5YZwhC7Br8,This musical piece belongs to a cinematic scene. Strings are playing a creepy melody and fill in along with screeching sounds while there is the sound of someone knocking the door and then someone is screaming.,piano|amateur recording,T5YZwhC7Br8,,220,230
T6iv9GFIVyU,"This is an Afghan romantic pop piece. There is a male vocalist singing melodically in the lead. A harmonium is playing the main tune, at times simultaneously with the vocal. The rhythmic background is composed of the tabla percussion. There is an emotional feel to this piece. This piece could be used in the soundtrack of a soap opera taking place in Afghanistan. It could also be used in romantic social media content.",male vocal|emotional|romantic|medium tempo,T6iv9GFIVyU,,50,60
T78nMdsJMmk,"This is an R&B music piece from a sit-com soundtrack. Initially, there is a male voice narrating what is going on in the episode. Then the piece starts playing with a high pitched male vocal at the forefront. The melody is being played by the electric guitar and the bass guitar while the rhythmic background consists of an acoustic drum beat. The atmosphere is urban.",male vocal|electric guitar|bass guitar|acoustic drums|groovy,T78nMdsJMmk,,170,180
T7A0RejsZIo,This folk song features a male voice yodelling. There are no lyrics in this song. This is accompanied by percussion playing a waltz beat. The guitar plays double stops in a descending pattern before the singing starts. The notes are harmonized as per the major scale. A bass plays the root notes of the chord on each count of the bars. The mood of this song is happy. This recording is an amateur recording. This song can be played in a movie scene on a hill with green grass.,male voice|amateur recording|moderate tempo,T7A0RejsZIo,,30,40
T7ZSZhcsfjA,"A male vocalist sings this animated melody. The tempo is medium with loud vocals, incoherent lyrics and synthesised choral harmony followed by white noise.",male singer|medium tempo|loud|spirited,T7ZSZhcsfjA,,9,19
T7bG4kIEw-M,This is an amateur recording of an afrobeat piece playing in the background of a dance performance. The piece can be barely heard from the cheering sounds coming from the crowd. The piece has a clear afrobeat rhythm and it is used as an accompaniment for an African dance.,amateur recording|male vocal|bass guitar|electronic drums|percussion,T7bG4kIEw-M,,160,170
T7khbuOBHbo,This slow pop song features the brass section playing the main melody in harmony. This is accompanied by hand claps on every alternate count. A tambourine plays a rhythmic beat in the background. Two piano notes are played in the background in the first bar of the song. There are no voices in this song. This instrumental song has a romantic theme. This song can be played in a romantic movie.,instrumental|piano,T7khbuOBHbo,,230,240
T8U3ihbHh9A,The song is an instrumental. The tempo is medium with a bass guitar using innovative improvisation skills along with a drum track with heavy cymbal crashes. The song is energetic and passionate.,instrumental music|exciting|passionate|spirited,T8U3ihbHh9A,,0,10
T9dKp1EN4p8,"The low quality recording features a low didgeridoo solo melody. The recording is noisy, mono and reverberant as it was probably recorded in a room with a bad quality microphone.",low quality|noisy|mono,T9dKp1EN4p8,,30,40
T9fk99yqwN4,This amateur recording features a shofar being played. It sounds like a bugle. The melody starts on a low note followed by a higher note and alternates the same with a long ring of the high note. It is played in a place with a lot of reverb. There are no other instruments in this song. There are no voices in this song. This can be played in a movie scene just before a war.,amateur recording,T9fk99yqwN4,,110,120
TA-O_bVnvLY,"The song is an instrumental. The tempo is medium with an interesting fusion of old and new age Indian instruments like sitar playing, guitar lead, deep techno bass, slick drumming rhythm, piano accompaniment and groovy bassline. The song is emotional and new age in style.",instrumental music|romantic|medium tempo,TA-O_bVnvLY,,540,550
TArWNq2retM,"This clip features an organ being played in an operatic style. The sound is haunting and emotional. It's played live in a room, and the quality of the audio in the recording is poor. We hear the acoustics of the room which heavily echo.",poor audio quality,TArWNq2retM,,200,210
TC4mH6nACm8,"The low quality recording features a wooden percussion, metallic percussion, percussive guitar and repetitive bells melody. It sounds groovy, bouncy, suspenseful, reverberant and intense.",low quality|groovy,TC4mH6nACm8,,30,40
TEWYFkjH2jc,"A male vocalist sings this upbeat song in a foreign language. The tempo is fast with a lively keyboard harmony, spirited drumming, funky bass line, rhythmic acoustic guitar, shakers enthusiastic vocal backup and clapping. The song is upbeat, high-spirited, energetic, buoyant, cheerful, peppy, happy and groovy. This song is a lively Pop song.",male singer|fast tempo|groovy|pop|keyboard harmony|energetic|pop,TEWYFkjH2jc,,260,270
TEoDtxjlctA,"The folk music excerpt features a group of male and female voices singing the same melody in unison which consists of yodeling. The instrumental consists of a few accordions, an acoustic guitar and an upright bass. The atmosphere is one of joy.",acoustic guitar,TEoDtxjlctA,,140,150
TFLt7mn57ZI,This instrumental slow rock song features a guitar playing arpeggiated chords. This is accompanied by a piano playing passing chords. The percussion consists of only the ride cymbal being struck in a set of two strokes followed by a set of four strokes. This pattern continues throughout the song. The bass plays the root notes and filler notes at the start of each bar. There are no voices in this song. This song can be played in a coffee shop.,piano|bass|no voices|instrumental|moderate tempo,TFLt7mn57ZI,,0,10
THfTLXBLpJE,This is a low quality audio featuring a male voice singing the main melody. Another voice sings in harmony with the main voice. /the melody is simple and repetitive. This is accompanied by percussion playing a simple beat. The bass plays the root notes of the chords. Trumpet play fills in between lines. This is a happy song. This song has a ska feel. This song can be played at a retro style dance party.,male voice|percussion|bass|moderate tempo,THfTLXBLpJE,,170,180
THhptTKMr9U,This song contains someone playing ukulele along with a xylophone sound playing the melody along. A female voice is singing in a higher key sounding soulful. You can hear a rimshot sound. That sound is maybe coming from the ukulele. This song may be playing live entertaining your friends and family.,amateur recording,THhptTKMr9U,,30,40
TIASpLtI8ks,This song features the sound of two church bells playing together. One bell plays at twice the tempo of the other bell producing a set rhythm. There are no other instruments in this song. There are no voices in this song.,no voices|instrumental,TIASpLtI8ks,,20,30
TIAj-fi_R7c,"The low quality recording features a jazz song that consists of a passionate trumpet melody in the left channel of the stereo image and mellow piano chords in the right channel, followed by smooth double bass and shimmering hi hats. It sounds soft, mellow, passionate and relaxing. The recording is a bit noisy.",low quality|noisy|shimmering hi hats|mellow|passionate,TIAj-fi_R7c,,120,130
TIL8jEw8pSc,The song is an instrumental. The song is medium tempo with a cool groove being played on a keyboard. The ambient sounds are that of a gardening hardware tool being conked into starting with wind noise and gravel crunching tones. The song is being played as background music for the home video. The audio quality is harsh and not pleasant to hear.,instrumental,TIL8jEw8pSc,,30,40
TKSFbf-wQ8I,"This song is an instrumental. The tempo is fast but as the audio quality is bad it is hard to hear the song well. The song is electronic music with a boomy, thumping drum beats, rhythmic vocalisation and electrical wave disturbance causing a screechy ,static sound. This song is an Electro Pop song.",instrumental|loud|energetic|fast tempo,TKSFbf-wQ8I,,30,40
TLMEsc_42Gw,"The low quality recording features a live performance of an alternative/indie song, sung by passionate male vocalists over an acoustic guitar melody. It sounds passionate, emotional and heartfelt. The recording is noisy and in mono.",low quality|live performance|noisy|mono|emotional|passionate,TLMEsc_42Gw,,210,220
TN53jpjqAGI,"This is a pop music piece with 80s characteristics. There is a female vocalist in the lead singing melodically. The main theme is played by a keyboard and an electric guitar at the same time in the major scale. There is a bass guitar and a medium-to-high range pad in the background. The rhythmic background is provided by a loud but simple acoustic drum beat. There is a maximalist, vibrant and energetic atmosphere. This piece could be used in the soundtrack of a romance movie. It could also fit very nicely as the soundtrack of an anime.",bass guitar|electric guitar|acoustic drums|energetic,TN53jpjqAGI,,30,40
TObYoD2pGb0,This audio contains someone strumming one only chord on a e-guitar then a male voice starts speaking in the midrange. In the background you can hear people talking.,amateur recording|e-guitar,TObYoD2pGb0,,0,10
TPYNIc_M1ng,"The clip is an upbeat, groovy funk song with jazzy elements. The retro vintage electric piano chords add an old school jazzy feel to the song. The bassline is intricate and bouncy and enables easy dancing.",upbeat|fun,TPYNIc_M1ng,,30,40
TPdqEmS1Dr0,This recording is of very poor audio-quality. The sub bass is strongly over-driving the recorder's speaker. You can also hear a digital drum and a male voice singing in the mid to high range. This song may be playing in a club.,amateur recording|medium tempo,TPdqEmS1Dr0,,40,50
TSl5LrM6LcQ,"This music is instrumental. The tempo is slow with a resonating electric guitar riff. The music is spooky, eerie, sinister, mysterious and suspenseful with a little white noise/static.",instrumental|electric guitar|slow tempo,TSl5LrM6LcQ,,30,40
TTytcT_1dmY,This is the live recording of a pop music piece. The track is being performed with playback. There is a female vocal with child-like characteristics. There is a strong electronic drum beat in the rhythmic background. A fuzzy synth bass is playing the melodic part. There are lots of beat repeat effects. The atmosphere is loud and energetic. There are sounds that can be heard coming from the crowd cheering.,live performance|electronic drums|loud|energetic,TTytcT_1dmY,,120,130
TWV3YLscSaw,"The low quality recording features a passionate, reverberant male vocal singing over a wide arpeggiated acoustic guitar melody and acoustic guitar solo melody, followed by a simple bass. It sounds emotional and passionate.",low quality|emotional|passionate,TWV3YLscSaw,,60,70
TWm0OilO0uw,"The low quality recording features a door opening, room tone ambience, clothes movement and chain rattle sound effects, followed by repetitive high pitched male chant, weird male chant, sudden, loud white noise layered with male scream. In the second part of the clip, there is a synth pad in the background. It sounds aggressive, loud, harsh and weird, almost like a parody clip.",low quality,TWm0OilO0uw,,30,40
TWm_2QncYXg,"The song is an instrumental. The song is medium tempo with a percussive tabla rhythm, groovy bass line and a guitar strumming rhythm and playing lead. The song is Indian classical fusion with a poor audio quality.",energetic|exciting|passionate|spirited|poor audio quality|poor audio quality|instrumental music,TWm_2QncYXg,,30,40
TWnrcjA6VTk,"The low quality recording features an accordion melody, electric guitar melody and trombone melody, after which there is a crowd clapping, laughing and chattering sounds. There are also tinny glass impacts in the background. It gives off fun and happy vibes.",low quality|fun|happy,TWnrcjA6VTk,,30,40
TX9PGFdqRak,This song contains a bit-rate lofi melody in a poor audio-quality. This song may be playing in an old 2d video-game.,amateur recording,TX9PGFdqRak,,30,40
TZlFTbvfKPE,This is the live performance of a blues rock piece. There is an electric guitar playing the melody with a bass guitar playing in the background. The acoustic drums are playing a rock beat. There is a groovy atmosphere to this piece. It could be playing in the background of a rock bar.,live performance|electric guitar|bass guitar|acoustic drums|groovy,TZlFTbvfKPE,,170,180
Ta0GmXPnGWk,The song is an instrumental. The song is medium tempo with an electric guitar playing guitar riffs with a nice low end; The audio quality is average. The song is passionate and exciting.,passionate|exciting|groovy|instrumental music,Ta0GmXPnGWk,,150,160
TabaOeYq2ek,"A female singer sings this cool melody. The song is medium tempo with a percussive bass line, slick drumming rhythm, guitar accompaniment , keyboard accompaniment and various percussion hits. The song has a strong dance groove and retro pop in style.",romantic,TabaOeYq2ek,,70,80
TakkuFZJsis,"A male rapper sings this groovy melody. The song is medium tempo with a steady drumming rhythm, groovy bass line, a melancholic flute countermelody, keyboard harmony and guitar accompaniment. The song is exciting and passionate. The song is a modern Russian rap song with a story telling nature.",medium tempo|youthful|keyboard harmony|emotional|passionate,TakkuFZJsis,,30,40
TbA_TZn35LA,"This is an energetic and positive old school rock song. The recording is of a live performance. The singing is muffled and the instruments sound mashed together in a way that diminishes their quality. You can just barely make out an intricate electric bass bassline, an organ that's high pitched, and some enthusiastic backing vocals.",rock|upbeat,TbA_TZn35LA,,270,280
TbYahEEj_B4,This song mainly contains rhythmic instruments with a monotone bassline giving the percussion's some low end. The male voice is speaking over the instrumental. The whole song sounds motivation and animates to dance. This song may be playing at a latin festival.,e-bass|fast tempo,TbYahEEj_B4,,110,120
TcJ7rdYMHiQ,"This music is an instrumental. The tempo is fast with a keyboard harmony, boomy bass lines, chimes and electronic arrangements. The music is catchy, perky, vivacious, groovy, intense and ardent. This music is a Synth pop instrumental.",instrumental|fast tempo|groovy,TcJ7rdYMHiQ,,30,40
TcoRmHHHNgI,This song contains an acoustic drum playing a simple groove along with an upright bass. A piano is playing short chords along with the snare of the drums. Trumpets are playing a melody along with the male voices singing together in unison and other harmonies. In the background you can hear a synth string chord and plucks playing a little melody. This song may be playing in a theater while watching a musical.,piano|acoustic drums,TcoRmHHHNgI,,30,40
TdHdD1wxu_0,The music features a calm male voice singing a short melody. An acoustic guitar is accompanying the singer and playing chords throughout the music excerpt. In the background car horn-like sounds can be heard playing long notes. The overall atmosphere is calming.,acoustic guitar,TdHdD1wxu_0,,30,40
TgCv5a22YUU,"The low quality recording features a muffled soul song that consists of harmonizing vocals and passionate female vocals. It is too noisy, almost crushed - it is barely recognizable as a soul song. It seems it was recorded with an old phone.",low quality|noisy,TgCv5a22YUU,,50,60
TgOr_C6xP6U,This percussion song features only a percussion instrument being played and a crash cymbal. This is a promotional audio clip to feature the sound of the instrument. There are no other instruments in this clip. There are no voices in the song.,no voices|instrumental,TgOr_C6xP6U,,30,40
TiDdR-6bIcY,"The low quality recording features a live performance of a pop song that consists of a passionate female vocal, alongside harmonizing background female vocals singing over synth pad chords, punchy kick and snare hits, shimmering cymbals, claps, mellow bells melody and smooth bass. It sounds emotional and passionate.",low quality|punchy snare|punchy kick|emotional|passionate|live performance|pop,TiDdR-6bIcY,,90,100
TiOBlG-R1Y4,"This hard rock song feels like the kind of song that would play as you are preparing to go to war. The instruments are gritty, grungy, and intense. The electric guitarist plays an intricate motif and the bass player matches the main part of the riff. The drummer plays potent and punchy rhythms which feature the crash cymbal - which adds a bright shimmery contrast to the dark and grungry guitars.",rock|energetic,TiOBlG-R1Y4,,20,30
TkHZdMJPwKc,"The low quality recording features an ambient song that consists of synth pad chord, shimmering chime bells and simple bass. It sounds mellow, soft, calming and relaxing.",low quality|mellow,TkHZdMJPwKc,,80,90
TkclVqlyKx4,This is a live performance featuring bagpipes and a marching percussion section. The bagpipes are characteristic of Scottish music and the motif they play in unison is uplifting.,live performance,TkclVqlyKx4,,40,50
TnJE6W6Z6mM,A female singer sings this operatic melody. The song is medium tempo with a string section playing harmony and a piano accompaniment. The song is emotional and passionate. The song is a classic western music hit and a movie soundtrack.,medium tempo|emotional|passionate|romantic,TnJE6W6Z6mM,,30,40
TokHdpvX7Es,"The low quality recording features a choir singing over punchy kick and snare hits, shimmering hi hats, groovy piano and groovy bass. In the first half, there are harmonizing female vocals singing, after which the male harmonizing vocals start singing. It sounds soulful, passionate and emotional. The recording is a bit noisy.",low quality|noisy|punchy snare|punchy kick|shimmering hi hats|groovy bass|live performance|passionate|emotional,TokHdpvX7Es,,30,40
Tp8PG2xae8c,"Acoustic guitars are playing chords, tremolos and melodies while a male choir is singing the same melody along. This song may be playing at a folkfest.",slow tempo,Tp8PG2xae8c,,30,40
TqWmuwAYmnI,"A virtuosic Male yodeler accompanied by an oompah band playing a fast beat and simple chord progression with electric bass, piano, fiddle, and drums. The feeling is manic.",piano,TqWmuwAYmnI,,20,30
TrvI6t4pAP0,"A male rapper sings this rap medley with a backup singer in vocal harmony. The song is medium tempo with a boomy bass line, synth string section and piano accompaniment. The song is storytelling and haunting in its style. The song is a retro rap song with poor audio quality.",emotional|medium tempo|keyboard harmony,TrvI6t4pAP0,,30,40
Ts04bBeY1d4,This is an Irish folk music piece. The melody is being played by an acoustic guitar and a mandolin. The atmosphere of the piece is cozy and easygoing. It has a steady tempo. This piece could be used in the soundtrack of a documentary. It could also be playing in the background at an Irish pub or an Irish cuisine restaurant.,instrumental|acoustic guitar|easygoing,Ts04bBeY1d4,,30,40
Ts3ZcUaELzA,Someone is playing a distorted e-guitar melody in the lower mid-range. This song may be playing at home practicing guitar.,amateur recording|e-guitar,Ts3ZcUaELzA,,30,40
TsTdffJ9LHg,"This music is instrumental. The tempo is fast with a vigorous and rapid western classical saxophone harmony. It is spirited, vibrant,untiring, engaging, skillful and high-spirited.",instrumental|fast tempo,TsTdffJ9LHg,,0,10
Tsmx6Pb7CnU,"The Electro Pop song features a buzzy sustained synth lead, ""4 on the floor"" kick, short reversed snare hits, claps, shimmering hi hats, groovy piano chords, sustained synth pad chord and arpeggiated synth melody. It sounds energetic and like something you would hear in clubs.",shimmering hi hats|energetic,Tsmx6Pb7CnU,,30,40
Tt3BnoJw8ds,This symphonic rock song features a male voice singing the main melody in common time. This is accompanied by percussion playing a simple beat with single and double strokes on the snare in alternate counts. The bass plays only the root notes of the chords with no embellishments. The strings play a repetitive phrase of three notes throughout the song. The mood of the voice is storytelling. This song can be played in a rags to riches movie.,male voice|percussion|bass|moderate tempo,Tt3BnoJw8ds,,160,170
Tvwi_YuLehk,"This is the live performance of a bluegrass music piece. There are male vocals singing together in a lively manner. There are two banjos playing the melody, one acting as the lead and the other as the rhythm. There is also an acoustic guitar following the banjos. An upright bass is playing the bass line which acts as a rhythmic background. The general atmosphere of the piece is very uplifting. The piece can be used in the soundtrack of rural comedies. It could also be used in the background for funny social media content.",live performance|acoustic guitar|easygoing,Tvwi_YuLehk,,30,40
